INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
30300431	3	0	0	431	名笺·栋梁之材	15	孟春之月，盛德在木。植树节山林荫荫饰江湖活动专属称号。#r#G点击使用可获得橙色品质称号：栋梁之材	1	50094	1	701009	1	-1	0	1	-1	-1	1	4	1	0	10100	-1	-1	8	-1	1	0
#30900001-40000000沙漠幻境																												
30900002	3	9	0	2	金创药	1	使用后为自己回复5000点血量	1	60350	1	900723	1	-1	0	0	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
30900003	3	9	0	3	聚气丹	1	使用后为自己回复250点气量	1	60351	1	900724	1	-1	0	0	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
30900004	3	9	0	4	挥砍	1	对敌人造成大量伤害	1	60324	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900005	3	9	0	5	挥拳(加强）	1	对敌人造成大量伤害	1	50054	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900006	3	9	0	6	挥拳（远程）	1	对敌人造成大量伤害	1	50054	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900007	3	9	0	7	横扫乾坤1级	1	挥动武器每0.5秒对周围的目标造成202点伤害，同时自身免疫控制，持续4秒。冷却时间：18秒。	1	60304	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900008	3	9	0	8	千里横行1级	1	攻击目标和自身前方3米扇形范围内的额外5个敌人，造成611点伤害。冷却时间：10秒。	1	60314	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
#30900009	3	9	0	9	火焰连环斩1级	1		1	60305	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900010	3	9	0	10	烈焰刀1级	1	攻击目标造成736点伤害。冷却时间：6秒。	1	60310	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900011	3	9	0	11	雪花六出1级	1	对目标发动寒冷澈骨的攻击，造成1152点伤害。冷却时间：8秒。	1	60319	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900012	3	9	0	12	凌神式1级	1	追击目标使其定身1秒，并对其造成102点伤害。冷却时间：12秒。	1	60312	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900013	3	9	0	13	凌波微步1级	1	天下第一轻功，逍遥派独步天下的神奇武学，瞬间向前方移动最多10米。冷却时间：12秒。	1	60311	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900014	3	9	0	14	万箭齐发1级	1	连发数十支弩箭化为骤雨。使用之后可对目标周围5米内最多6个敌人造成307点伤害。冷却时间：15秒。	1	60315	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900015	3	9	0	15	西子捧心1级	1	对一个目标造成448点伤害，伤害会转移给4米范围内的另一个敌人，最多转移3次。冷却时间：12秒。	1	60318	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900016	3	9	0	16	一阳指1级	1	攻击目标造成512点伤害。冷却时间：6秒。	1	60320	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
#30900017	3	9	0	17	逍遥扇1级	1		1	60316	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900018	3	9	0	18	九阴神爪1级	1	对目标造成176点伤害并使其陷入流血状态，每2秒造成额外80点伤害，持续10秒。冷却时间：15秒。	1	60308	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
#30900019	3	9	0	19	十方俱灭1级	1		1		1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
#30900020	3	9	0	20	百步穿杨1级	1		1		1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900021	3	9	0	21	金蝉脱壳1级	1	隐蔽自己的身形与气息，如金蝉脱壳而去，进入隐身状态，持续5秒。冷却时间：30秒。	1	60307	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
#30900022	3	9	0	22	怒火连斩1级	1		1	60313	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900023	3	9	0	23	借力返施1级	1	使用后将所受到的60%伤害转移给敌人，持续6秒。冷却时间：25秒。	1	60306	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900024	3	9	0	24	云体风身1级	1	使用奇门之术大幅强化自身内力，使自己造成的伤害提高30%，持续5秒。冷却时间：25秒。	1	60322	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900025	3	9	0	25	八步赶蝉1级	1	使用后在一定时间内提高自身的移动速度50%。冷却时间：20秒。	1	60301	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900026	3	9	0	26	烽火连城1级	1	使用之后可以将敌人眩晕1秒并将其拉到自己身边。冷却时间：20秒。	1	60303	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900027	3	9	0	27	兰花点穴手1级	1	制敌于不觉之间，对目标造成192点伤害和3秒的封穴。冷却时间：15秒。	1	60309	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900028	3	9	0	28	暴雨梨花针1级	1	以数百根细小绵密银针暗器对目标造成186点伤害和1.5秒的失明。冷却时间：18秒。	1	60302	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900029	3	9	0	29	月落西山1级	1	使用后对自身周围3米范围内的所有敌人造成2秒失明。冷却时间：25秒。	1	60321	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900030	3	9	0	30	溪山行旅1级	1	对目标造成448点伤害并有50%几率使其陷入虚弱，受到的伤害提高50%，持续6秒。冷却时间：18秒。	1	60317	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900031	3	9	0	31	援助之手	1		1	50054	1	900721	0	-1	0	0	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
30900032	3	9	0	32	横扫乾坤2级	1	挥动武器每0.5秒对周围的目标造成240点伤害，同时自身免疫控制，持续4秒。冷却时间：18秒。	1	60304	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900033	3	9	0	33	千里横行2级	1	攻击目标和自身前方3米扇形范围内的额外5个敌人，造成733点伤害。冷却时间：10秒。	1	60314	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
#30900034	3	9	0	34	火焰连环斩2级	1		1	60305	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900035	3	9	0	35	烈焰刀2级	1	攻击目标造成883点伤害。冷却时间：6秒。	1	60310	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900036	3	9	0	36	雪花六出2级	1	对目标发动寒冷澈骨的攻击，造成1382点伤害。冷却时间：8秒。	1	60319	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900037	3	9	0	37	凌神式2级	1	追击目标使其定身1.5秒，并对其造成102点伤害。冷却时间：12秒。	1	60312	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900038	3	9	0	38	凌波微步2级	1	天下第一轻功，逍遥派独步天下的神奇武学，瞬间向前方移动最多10米。冷却时间：10秒。	1	60311	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900039	3	9	0	39	万箭齐发2级	1	连发数十支弩箭化为骤雨。使用之后可对目标周围5米内最多6个敌人造成368点伤害。冷却时间：15秒。	1	60315	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900040	3	9	0	40	西子捧心2级	1	对一个目标造成538点伤害，伤害会转移给4米范围内的另一个敌人，最多转移3次。冷却时间：12秒。	1	60318	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900041	3	9	0	41	一阳指2级	1	攻击目标造成614点伤害。冷却时间：6秒。	1	60320	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
#30900042	3	9	0	42	逍遥扇2级	1		1	60316	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900043	3	9	0	43	九阴神爪2级	1	对目标造成211点伤害并使其陷入流血状态，每2秒造成额外80点伤害，持续10秒。冷却时间：15秒。	1	60308	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
#30900044	3	9	0	44	十方俱灭2级	1		1		1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
#30900045	3	9	0	45	百步穿杨2级	1		1		1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900046	3	9	0	46	金蝉脱壳2级	1	隐蔽自己和2名队友身形与气息，如金蝉脱壳而去，进入隐身状态，持续5秒。冷却时间：30秒。	1	60307	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
#30900047	3	9	0	47	怒火连斩2级	1		1	60313	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900048	3	9	0	48	借力返施2级	1	使用后将所受到的80%伤害转移给敌人，持续6秒。冷却时间：25秒。	1	60306	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900049	3	9	0	49	云体风身2级	1	使用奇门之术大幅强化自身内力，使自己造成的伤害提高30%，持续5秒。冷却时间：20秒。	1	60322	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900050	3	9	0	50	八步赶蝉2级	1	使用后在一定时间内提高自己和2名队友的移动速度50%。冷却时间：20秒。	1	60301	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900051	3	9	0	51	烽火连城2级	1	使用之后可以将敌人眩晕1秒并将其拉到自己身边。冷却时间：18秒。	1	60303	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900052	3	9	0	52	兰花点穴手2级	1	制敌于不觉之间，对目标造成192点伤害和3.5秒的封穴。冷却时间：15秒。	1	60309	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900053	3	9	0	53	暴雨梨花针2级	1	以数百根细小绵密银针暗器对目标造成186点伤害和1.5秒的失明。冷却时间：16秒。	1	60302	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900054	3	9	0	54	月落西山2级	1	使用后对自身周围3米范围内的所有敌人造成2秒失明。冷却时间：20秒。	1	60321	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900055	3	9	0	55	溪山行旅2级	1	对目标造成448点伤害并有75%几率使其陷入虚弱，受到的伤害提高50%，持续6秒。冷却时间：18秒。	1	60317	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900056	3	9	0	56	横扫乾坤3级	1	挥动武器每0.5秒对周围的目标造成301点伤害，同时自身免疫控制，持续4秒。冷却时间：18秒。	1	60304	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900057	3	9	0	57	千里横行3级	1	攻击目标和自身前方3米扇形范围内的额外5个敌人，造成918点伤害。冷却时间：10秒。	1	60314	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#30900058	3	9	0	58	火焰连环斩3级	1		1	60305	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900059	3	9	0	59	烈焰刀3级	1	攻击目标造成1104点伤害。冷却时间：6秒。	1	60310	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900060	3	9	0	60	雪花六出3级	1	对目标发动寒冷澈骨的攻击，造成1728点伤害。冷却时间：8秒。	1	60319	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900061	3	9	0	61	凌神式3级	1	追击目标使其定身2秒，并对其造成102点伤害。冷却时间：12秒。	1	60312	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900062	3	9	0	62	凌波微步3级	1	天下第一轻功，逍遥派独步天下的神奇武学，瞬间向前方移动最多10米。冷却时间：8秒。	1	60311	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900063	3	9	0	63	万箭齐发3级	1	连发数十支弩箭化为骤雨。使用之后可对目标周围5米内最多6个敌人造成461点伤害。冷却时间：15秒。	1	60315	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900064	3	9	0	64	西子捧心3级	1	对一个目标造成672点伤害，伤害会转移给4米范围内的另一个敌人，最多转移3次。冷却时间：12秒。	1	60318	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900065	3	9	0	65	一阳指3级	1	攻击目标造成768点伤害。冷却时间：6秒。	1	60320	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#30900066	3	9	0	66	逍遥扇3级	1		1	60316	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900067	3	9	0	67	九阴神爪3级	1	对目标造成266点伤害并使其陷入流血状态，每2秒造成额外80点伤害，持续10秒。冷却时间：15秒。	1	60308	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#30900068	3	9	0	68	十方俱灭3级	1		1		1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#30900069	3	9	0	69	百步穿杨3级	1		1		1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900070	3	9	0	70	金蝉脱壳3级	1	隐蔽自己和4名队友身形与气息，如金蝉脱壳而去，进入隐身状态，持续5秒。冷却时间：30秒。	1	60307	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#30900071	3	9	0	71	怒火连斩3级	1		1	60313	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900072	3	9	0	72	借力返施3级	1	使用后将所受到的100%伤害转移给敌人，持续6秒。冷却时间：25秒。	1	60306	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900073	3	9	0	73	云体风身3级	1	使用奇门之术大幅强化自身内力，使自己造成的伤害提高30%，持续5秒。冷却时间：15秒。	1	60322	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900074	3	9	0	74	八步赶蝉3级	1	使用后在一定时间内提高自己和4名队友的移动速度50%。冷却时间：20秒。	1	60301	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
30900075	3	9	0	75	烽火连城3级	1	使用之后可以将敌人眩晕1秒并将其拉到自己身边。冷却时间：16秒。	1	60303	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900076	3	9	0	76	兰花点穴手3级	1	制敌于不觉之间，对目标造成192点伤害和4秒的封穴。冷却时间：15秒。	1	60309	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900077	3	9	0	77	暴雨梨花针3级	1	以数百根细小绵密银针暗器对目标造成186点伤害和1.5秒的失明。冷却时间：14秒。	1	60302	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900078	3	9	0	78	月落西山3级	1	使用后对自身周围3米范围内的所有敌人造成2秒失明。冷却时间：15秒。	1	60321	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900079	3	9	0	79	溪山行旅3级	1	对目标造成448点伤害并有100%几率使其陷入虚弱，受到的伤害提高50%，持续6秒。冷却时间：18秒。	1	60317	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900080	3	9	0	80	天外飞仙1级	1	对目标周围3米内最多6个敌人造成426点伤害。冷却时间：15秒。	1	60326	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900081	3	9	0	81	天外飞仙2级	1	对目标周围3米内最多6个敌人造成509点伤害。冷却时间：15秒。	1	60326	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900082	3	9	0	82	天外飞仙3级	1	对目标周围3米内最多6个敌人造成637点伤害。冷却时间：15秒。	1	60326	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30900083	3	9	0	83	七星聚首1级	1	使用后在目标周围3米形成以七星相连的区域，持续6秒。试图穿越此区域的敌人会被定身2秒。冷却时间：30秒。	1	60325	1	900721	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
30900084	3	9	0	84	七星聚首2级	1	使用后在目标周围3米形成以七星相连的区域，持续6秒。试图穿越此区域的敌人会被定身4秒。冷却时间：30秒。	1	60325	1	900721	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
30900085	3	9	0	85	七星聚首3级	1	使用后在目标周围3米形成以七星相连的区域，持续6秒。试图穿越此区域的敌人会被定身6秒。冷却时间：30秒。	1	60325	1	900721	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#征战战场																												
39900001	3	99	0	1	坚固	1	受到玩家伤害：极少#r受到炮车伤害：极大	1	60610	1	-1	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
39900002	3	99	0	2	中庸	1	对玩家和炮车造成的伤害：正常	1	54542	1	-1	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
39900003	3	99	0	3	攻击范围	1	攻击范围：14米	1	58607	1	-1	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
39900004	3	99	0	4	快速攻击	1	快速攻击目标，造成大量伤害	1	59530	1	-1	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
39900005	3	99	0	5	射击	1	对敌人造成大量伤害。	1	60325	1	-1	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
39900006	3	99	0	6	克制炮车	1	受到玩家伤害：正常#r受到炮车伤害：极少	1	60610	1	-1	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
39900007	3	99	0	7	克制炮车	1	对玩家造成伤害：极少#r对炮车造成伤害：极大	1	54542	1	-1	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
39900008	3	99	0	8	攻击范围	1	攻击范围：8米	1	58607	1	-1	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
39900009	3	99	0	9	加速	1	使自己加速100%，持续10秒，技能冷却5分钟。	1	59530	1	-1	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
39900010	3	99	0	10	强力一击	1	对敌人造成大量伤害。	1	60325	1	-1	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
39900011	3	99	0	11	坚固	1	受到玩家和箭塔的伤害：正常#r受到弩车伤害：极大	1	60610	1	-1	0	-1	0	0	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
39900012	3	99	0	12	克制建筑	1	对玩家和弩车造成的伤害：极少#r对箭塔、城门、旗帜造成伤害：极大	1	60704	1	-1	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
39900013	3	99	0	13	攻击范围	1	攻击范围：8米	1	58607	1	-1	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
39900014	3	99	0	14	加速	1	使自己加速100%，持续10秒，技能冷却5分钟。	1	59530	1	-1	0	-1	0	0	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
39900015	3	99	0	15	重锤炮	1	对敌人造成大量伤害。	1	60325	1	-1	0	-1	0	0	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40000001	4	0	0	1	小喇叭	1	喊话工具，使用小喇叭喊话能让#G所有人#l听到哦。	1	50074	999	-1	1	-1	0	0	1030000001	6	-1	2	0	0	0	-1	-1	8	8	2	1
40000002	4	0	0	2	金榜题名礼包	1	朝廷赠送的彩头，打开可以获得一些#Y奖品#l。祝愿考生们再接再厉，取得更好的成绩！	1	50005	999	701002	1	-1	0	1	-1	-1	7	3	1	0	0	-1	-1	8	-1	1	0
40000003	4	0	0	3	科举礼盒	1	考官看你是朝廷栋梁之才，特送你一份#Y礼盒#l，打开可以获得一些奖品。	1	50005	999	701002	1	-1	0	1	-1	-1	7	3	1	0	0	-1	-1	8	-1	1	0
40000005	4	0	0	5	帮派任务礼包	1	少侠辛苦了！完成#G帮派任务#l获得的礼包。	1	50005	999	701002	1	-1	0	1	-1	-1	7	3	1	0	0	-1	-1	8	-1	1	0
40000006	4	0	0	6	每日任务礼包	1	少侠辛苦了！完成#G每日任务#l获得的礼包。	1	50005	999	701002	1	-1	0	1	-1	-1	7	3	1	0	0	-1	-1	8	-1	1	0
40000007	4	0	0	7	经验丹	50	#c00FF00角色每日最多可使用5颗，角色低于服务器平均等级后方可使用。#r#cFFFF00服务器平均等级50-59级，需低于5级以上，60-69级需低于4级以上，70-79级需低于3级以上，80级以上需低于2级以上。	1	50270	1	701030	1	-1	0	1	-1	-1	7	3	0	0	0	-1	-1	8	356	1	0
40000008	4	0	0	8	经验丹	25	使用后可获得巨量经验值。#c00FF00每日最多可使用5颗。#r#cFFFF00	1	50270	1	701030	1	-1	0	1	-1	-1	7	3	0	0	0	-1	-1	8	-1	1	0
40000009	4	0	0	9	经验丹	70	等级突破后超额经验补偿的经验丹，使用后可获得大量经验值。当前拥有经验值#G{0}	1	50270	1	900153	1	-1	0	1	-1	-1	7	3	0	0	0	-1	-1	8	-1	1	0
40000010	4	0	0	10	经验丹	18	"使用后可获得巨量经验值,每日最多可使用3次。#c00FF00仅在再战江湖状态下可使用。#r#cFFFF00"	1	50270	1	900155	1	-1	0	1	-1	-1	7	3	0	0	0	-1	-1	8	-1	1	0
40000011	4	0	0	11	地力丹	20	凝聚了大地灵气的神药，服用后可获得经验。使用者等级越高，所得经验就越高。#c00FF00角色每日最多可服用5颗。	1	50270	1	701030	1	-1	0	1	-1	-1	7	3	0	0	0	-1	-1	8	413	1	0
40000012	4	0	0	12	龟壳	70	龟俯者灵，仰者绎，前弇果，后弇猎，左倪雷，右倪若。#r#G在家园东方烁处使用此物可以修改自己的风水运气。	1	50442	999	-1	1	-1	0	1	-1	-1	6	3	0	0	0	-1	-1	8	420	1	1
#!!!直升相关道具!!!外网请勿发放，发放后将造成重大运营事故，后果严重!!!																												
40000013	4	0	0	13	直升大礼包	1	使用后可获得珍兽、英雄谱、神器、暗器、武魂等直升宝箱。#r#G本道具仅供专服使用。	1	50354	999	900159	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000014	4	0	0	14	扶摇直上宝箱	1	使用后可获得大量珍兽技能书、抗性内丹、抗性宝石、忘无石、冥羽(永久)。	1	50353	999	701002	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000015	4	0	0	15	废柴珍兽蛋	95	使用后可以获得104级悟性10的8星珍兽#Y二代废柴#l一只。#r#G（珍兽类型：平衡型）#r#G（携带等级：95级）	1	53101	999	300027	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000016	4	0	0	16	瑶姬仙子珍兽蛋	95	使用后可以获得104级悟性10的8星珍兽#Y二代瑶姬仙子#l一只。#r#G（珍兽类型：内功型）#r#G（携带等级：95级）	1	53101	999	300027	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000017	4	0	0	17	英雄谱直升宝箱	1	使用后所有英雄好感度达到40级、所有经脉提升至橙色并可获得50点经脉点数和大量经脉装备。#r#G经脉装备将自动穿戴至相关英雄身上，无需自动装备。	1	50353	999	900159	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000018	4	0	0	18	神器直升宝箱	1	使用后将神器提升至92级满级神器。	1	50353	999	900159	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000019	4	0	0	19	暗器直升宝箱	1	使用后将暗器提升至99级金翅翎羽。	1	50353	999	900159	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000020	4	0	0	20	武魂直升宝箱	1	使用后将武魂提升至99级7星。	1	50353	999	900159	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000021	4	0	0	21	5级宝石宝箱	1	使用后可获得一整套5级宝石和全套抗性宝石。	1	50005	999	701002	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
40000022	4	0	0	22	宝石强化宝箱	1	使用后可使用后可获得一整套5级宝石，且全部装备位的强化等级将提升至95级。	1	50353	999	900159	1	-1	0	1	-1	-1	6	4	0	0	0	-1	-1	8	-1	1	0
