int	string	string
13022	第一次召小怪	兄弟们，快出来！
13023	小怪被打死	哼，本熊的兄弟多的是，你等着，我去叫兄弟。
13024	第二次召小怪	老子就不信这么多人打不过你们，累死本熊了，先歇会！
13025	第二次召小怪死光了	好疼，你们也太凶残了。
13026	第二次召小怪死光了后几秒	大侠我错了，你放过我吧！
13027	熊王变成战斗状态	让你们个不长眼的打我，来吧！战个痛快！
13028	熊王放技能	来吃本熊一爪。
13029	鼓手第一次受击	哎呀！快跑，我去通知老大。
13030	鼓手释放技能	老大！救命啊！
13031	鼓手释放完技能	你们完了！老大已经带着千军万马来救我了。
13032	葛荣带小弟出现	你们居然敢欺负我小弟，不想要命了么？
13033	葛荣自己不带小弟	发生了什么事？这是什么情况？
13034	葛荣放技能	能不能接下我这招就看你们的能耐了。
13035	系统提示	"余毒已在{0},{1}处刷新，请诸位大侠速速击败他！"
13036	系统提示	"6秒后红熊王将在{0},{1}处刷新，请做好准备！"
13037	系统提示	"红熊王已在{0},{1}刷新，请诸位大侠速速击败它！"
13038	系统提示	"6秒后鼓手将在{0},{1}处刷新，请做好准备！"
13039	系统提示	"鼓手已在{0},{1}刷新，请诸位大侠速速击败他！"
13040	系统提示	葛荣已出现，请诸位大侠速速击败他！
13041	系统提示	已击败伪宋兵：{0}/{1}
13042	系统提示	已击败余毒：1/1
13043	系统提示	已击败红熊王：1/1
13044	系统提示	已击败葛荣：1/1
13045	余毒50%血喊话	看来你们还真有两把刷子！
13046	余毒10%血喊话	我快坚持不住了！
13047	余毒70%血喊话	马马虎虎，有我一半能力！
13048	系统提示	已击败逃跑的伪宋兵：1/1
13049	系统提示	已击伪宋兵精锐：{0}/{1}
13050	葛荣死	你们真厉害，我服了！
13051	余毒死	大侠饶命，我错了！
13052	熊王在战斗状态召小弟	兄弟们，助我一臂之力！
13053	熊王第一次无敌喊话	兄弟们，你们先顶着，我歇会！
13054	熊王第二次无敌喊话	累死本熊了，先歇会！
13055	伪宋兵	有敌入侵！
13056	伪宋兵	大家快拦住他们！
13057	伪宋兵	不能让他们跑了！
13058	伪宋兵	兄弟们，别放过敌人！
13059	伪宋兵	围起来！围起来！
13060	伪宋兵	一起上，把他们都揍成肉饼！
13061	醒目提示	红熊王士气大增，免疫所有伤害，请速去击败小熊！
13062	帮会杀星组队平台	每天可进入1次
13063	帮会杀星组队平台	14:00-15:00
13064	老三环-英雄组队平台	每天可进入1次
13065	老三环-英雄组队平台	全天
13066	燕子坞-英雄组队平台	每天可进入1次
13067	燕子坞-英雄组队平台	全天
13068	四绝庄-英雄组队平台	每天可进入1次
13069	四绝庄-英雄组队平台	全天
13070	缥缈峰-英雄组队平台	每天可进入1次
13071	缥缈峰-英雄组队平台	全天
13072	治疗鼓手喊话	我来治疗你们！大家挺住！
13073	第二波小熊事件	15秒后小熊将牺牲自己治疗熊王
#何涛的补充		
13074	英雄试炼二次确认框	当前进度为：#G第{0}章 {1}-{2}#l，是否确认立刻重置？
13075	组队平台补充	该活动已结束，无法进行自动匹配，请更换队伍目标！
13076	组队平台补充	该活动已结束，无法进行一键喊话，请更换队伍目标！
13077	组队平台补充	队伍目标：{0}。活动时间已结束，无法申请加队！
13078	补充	权限解锁
13079	补充	当前不具备收徒条件
13080	补充	{0}/{1}
13081	英雄试炼补充	银两商店-{0}
13082	英雄试炼补充	你确认重置至初入江湖-01 向往海吗？本次重置免费
13083	组队弱网返回提示	当前网络不稳定，喊话失败
13084	提示信息	你与队长不在同一帮会，已退出组队跟随！
13085	提示信息	{0}与你不同一帮会，无法跟随你到帮会城市中
13086	扫荡停止	#c8C0903因背包空间不足，扫荡停止
13087	扫荡停止	扫荡完成
13088	组队平台内容-华山论剑	不限
13089	组队平台内容-华山论剑	周二20:00-20:30
13090	组队平台内容-江湖历练	3000只怪后经验衰减
13091	组队平台内容-江湖历练	全天
13092	快捷组队反贼补充提示	等级不足35，无法参加反贼入侵
13093	快捷组队反贼补充提示	{0}等级不足以参加反贼入侵
13094	快捷组队反贼补充二次框	是否前往{0}，并在{1}场景自动寻找反贼
13095	快捷组队反贼补充二次框	根据#c00FFFC{0}#l的等级，只能参加#c00FFFC{1}-{2}
13096	快捷组队反贼补充二次框	是否要将队伍目标设为#c00FFFC{0}-{1}({2}-{3})#l级，并开始匹配
13097	快捷组队反贼补充二次框	你的队伍人数已满，是否立刻前往#c00FFFC{0}-{1}#l并发起组队跟随？
13098	快捷组队反贼补充二次框	你的队伍人数已满，根据#c00FFFC{0}#l的等级，你的队伍只能参加#c00FFFC{0}-{1}#l活动，是否前往参加并发起组队跟随？
13099	快捷组队反贼补充提示	今日你的反贼次数已达到上限
13100	提示框	#c55dd4e]#c381E07邀请您加入#c00FFFC{0}#c55dd4e[{1}级{2}]#c381E07的队伍！
13101	提示框	#c00FFFC{0}#c55dd4e[{1}级{2}
13102	提示信息	你已加入到队伍，无需快捷组队！
13103	队伍UI	申请列表({0})
13104	消息球	寻觅良师
13105	组队钟灵泡泡	暂时还没有申请信息哦！
13106	杀星帮会boss事件	快进黄色光柱，内有老衲伏魔之力，可提高少侠20%攻击。
13107	主界面组队前往按钮	你的等级不足以参加{0}
13108	主界面组队前往按钮	活动次数不足，无法参加{0}活动
13109	主界面组队前往按钮	当前不在{0}活动时间内，无法参加该活动
13110	师徒界面关系显示	同门
13111	端午邮件	        自天龙八部手游上线以来，承蒙少侠厚爱与支持。值此端午佳节之际，特别奉上感恩回馈礼包，以表达我们诚挚的谢意。此礼包将在[286B1E]5月28号~5月31号#l连续发放[286B1E]四#l天，每天都有不同的好礼以助少侠提升战力。#r#r        第一天：蓝田玉令*1，绑定元宝*50#r        第二天：打造材料宝箱*1，绑定元宝*50#r        第三天：洗练丹*20，绑定元宝*50#r        第四天：新莽神符*1，绑定元宝*50#r#r宝箱神符化神兵，蓝田玉令庆佳节。#r祝少侠游戏愉快。
13112	按钮文字	查看角色
13113	按钮文字	查看帮会
13114	按钮文字	查看装备
13115	按钮文字	查看珍兽
13116	门派	天龙
13117	组队异常提示	{0}当前状态异常，无法进入组队跟随
13118	桃李商店	您获得{0}桃李值
13119	桃李商店	您获得：#G{0}#l[_桃李值]
13120	桃李商店	您获得的桃李值已达上限，将无法再次获得
13121	组队助战UI	组队助战模式
13122	组队助战副本中已助战，取消助战的反馈	组队助战模式将在退出副本后解除
13123	组队助战副本中开助战的反馈	已处于副本中，无法开启组队助战模式
13124	组队助战正常场景取消助战	退出组队助战模式
13125	组队助战正常场景开启助战	进入组队助战模式
13126	助战UI	队伍中至少1名队员不是助战模式，才能创建副本
13127	助战UI	1.#cB02213不消耗#l副本次数，#cB02213不获得#l副本经验、掉落#r2.#cB02213不增加#l成就、江湖之路统计#r3.徒弟助战#cB02213不增加#l修学录任务统计#r4.副本完成后，助战者额外获得#cB02213助战礼包#l
13128	助战UI	1.#cB02213不消耗#l副本次数，#cB02213不获得#l副本经验、掉落#r2.#cB02213不增加#l成就、江湖之路统计#r3.徒弟助战#cB02213不增加#l修学录任务统计#r4.副本完成后，助战者额外获得#cB02213助战礼包#l#r5.队友#cB02213不会获得#l侠义值
13129	助战UI组队	#cB02213助战#l({0}/5)
13130	助战UI	当前为#cB02213助战状态#l，挑战副本不消耗今日#cB02213副本次数#l，也不会获得#cB02213副本经验、掉落#l。#r今日剩余助战奖励次数：#c286B1E{0}#l次#r#r#c286B1E{1}#l秒后自动关闭
13131	助战UI标题	助战提示
13132	邮件	删除已读
13133	创建副本提示UI	助战
13134	师徒修改NPC对白	在江湖上行走，有良徒为伴，可谓一大幸事。徒弟出师或完成师父发布的师门任务后，师父可得些许桃李值。少侠可来我这里换取丰厚的奖励。
13135	师徒修改NPC对白	桃李商店
13136	桃李商店	每周一0点刷新哦!
13137	桃李商店	限：{0}!
13138	桃李商店	兑换
13139	桃李商店	售罄
13140	桃李商店	界面已刷新
13141	桃李商店	桃李值数量不足，无法兑换此道具！
13142	桃李商店	兑换成功！
13143	桃李商店	获得{0}
13144	桃李商店	背包空间不足
13145	桃李商店	桃李值
13146	拜师贴	我的战斗力：{0}
13147	徒弟商店	徒弟礼包
13148	徒弟商店购买条件	购买条件：学业成绩达到{0}
13149	购买限制	购买限制
13150	购买限制	1.每个角色限购1次#r2.仅限徒弟购买
13151	徒弟商店	此物品只有徒弟才能购买
13152	徒弟商店	该物品已售罄
13153	徒弟商店	学业成绩达到{0}，才能购买该物品！
13154	徒弟商店	元宝数量不足，无法兑换此道具！
13155	邮件	当前没有已读邮件
13156	邮件	已读邮件删除成功
13157	助战	队伍信息已变更，请重新创建副本
13158	属性桃李商店按钮	使用
13159	助战有问题的提示	助战系统当前停止使用，请关闭助战状态再来创建副本
13160	助战有问题的提示	助战系统当前停止使用，给您带来不便，请谅解
13161	师父看徒弟桃李商店	徒弟还可以购买#c286B1E{0}#l个
13162	师父看徒弟桃李商店	#c286B1E徒弟已买完
13163	师父看徒弟桃李商店	#cB02213徒弟不符合购买条件
13164	杀气进入醒目提示	您有杀气，无法参加此活动
13165	杀星标题	杀星奖励
13166	杀星第一档说明	当天杀星活动结束后，第1名帮会有概率获得以下战利品，战利品会进行帮会拍卖，所得元宝将会进行分红
13167	杀星第二档说明	当天杀星活动结束后，第2-10名帮会有概率获得以下战利品，战利品会进行帮会拍卖，所得元宝将会进行分红
13168	杀星第三档说明	当天杀星活动结束后，第11-20名帮会有概率获得以下战利品，战利品会进行帮会拍卖，所得元宝将会进行分红
13169	豪情魅力榜标题	奖励预览
13170	豪情榜第一说明	截止至本周日23点59分59秒，总豪情榜第1名的玩家将会获得如下奖励
13171	豪情榜第二三说明	截止至本周日23点59分59秒，总豪情榜第2-3名的玩家将会获得如下奖励
13172	周豪情榜第一说明	截止至本周日23点59分59秒，周豪情榜第1名的玩家将会获得如下奖励
13173	豪情榜第一说明	截止至本周日23点59分59秒，总魅力榜第1名的玩家将会获得如下奖励
13174	豪情榜第二三说明	截止至本周日23点59分59秒，总魅力榜第2-3名的玩家将会获得如下奖励
13175	周豪情榜第一说明	截止至本周日23点59分59秒，周魅力榜第1名的玩家将会获得如下奖励
13176	使用提示	您获得{0}豪情值，您为{1}增加{2}点魅力值
13177	使用提示	{0}为你增加{1}点魅力值
13178	豪情榜邮件标题	豪情榜奖励
13179		少侠在上周的[286B1E]总豪情榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望少侠继续加油！
13180		女侠在上周的[286B1E]总豪情榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望女侠继续加油！
13181		少侠在上周的[286B1E]总豪情榜[-]上勇得第[286B1E]2-3[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望少侠继续加油！
13182		女侠在上周的[286B1E]总豪情榜[-]上勇得第[286B1E]2-3[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望女侠继续加油！
13183		少侠在上周的[286B1E]周豪情榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望少侠继续加油！
13184		女侠在上周的[286B1E]周豪情榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望女侠继续加油！
13185	魅力榜邮件标题	魅力榜奖励
13186		少侠在上周的[286B1E]总魅力榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望少侠继续加油！
13187		女侠在上周的[286B1E]总魅力榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望女侠继续加油！
13188		少侠在上周的[286B1E]总魅力榜[-]上勇得第[286B1E]2-3[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望少侠继续加油！
13189		女侠在上周的[286B1E]总魅力榜[-]上勇得第[286B1E]2-3[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望女侠继续加油！
13190		少侠在上周的[286B1E]周魅力榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望少侠继续加油！
13191		女侠在上周的[286B1E]周魅力榜[-]上勇得第[286B1E]1[-]名，在江湖中声名大噪，特赠送您豪华奖励，还望女侠继续加油！
13192		上线了
13193		您的徒弟{0}已上线
13194		您的师父{0}已上线
13195		您的配偶{0}已上线
13196		您的结拜{0}已上线
13197		配偶
13198	使用提示	您获得{0}豪情值
13199	快捷使用提示	自动使用铜钱和银两代币
#重楼装备13200-13299		
13200	重楼效果	[FFFFFF]重楼霸体：受到的伤害减少[-][81E301]5%[-][FFFD34](下一级:6%)[-][FFFFFF]。[-]
13201	重楼效果	[FFFFFF]重楼霸体：受到的伤害减少[-][81E301]6%[-][FFFD34](下一级:7%)[-][FFFFFF]。[-]
13202	重楼效果	[FFFFFF]重楼霸体：受到的伤害减少[-][81E301]7%[-][FFFD34](下一级:8%)[-][FFFFFF]。[-]
13203	重楼效果	[FFFFFF]重楼霸体：受到的伤害减少[-][81E301]8%[-][FFFD34](下一级:12%)[-][FFFFFF]。[-]
