INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2323	天山弟子	1	30	8	0	-1	0	-1	9	20	1	0.1	1	0	1252	835	1252	835	12637	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60003	1	1	-1	100	50	11020	1200	2400	39	10	2500	1545	2500	1545	28261	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10003	0	0	0	0	0	0
2324	天龙弟子	1	30	8	0	-1	0	-1	9	20	1	0.1	1	0	1252	835	1252	835	12637	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60072	1	1	-1	100	50	11005	1200	2400	39	10	2500	1545	2500	1545	28261	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2325	宋兵	1	30	8	0	-1	0	-1	9	20	1	0.1	1	0	1252	835	1252	835	21664	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	39	10	2500	1545	2500	1545	48448	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2326	宋兵精锐	1	30	8	0	-1	0	-1	9	20	1	0.1	1	0	1252	835	1252	835	27081	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	39	10	2500	1545	2500	1545	60561	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2327	征西将军	1	30	36	0	-1	0	-1	9	20	1	0.1	1	1	1670	904	1670	904	135405	400	0	0	847	133	158	126	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10171	1	1	-1	100	50	11751	1200	2400	39	47	3334	1674	3334	1674	302805	1	17	10	0	0	2	6	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2328	丐帮弟子	1	40	10	0	-1	0	-1	9	20	1	0.1	1	0	2656	1635	2656	1635	30248	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60000	1	1	-1	100	50	11005	1200	2400	49	13	3328	2048	3328	2048	54091	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2329	逍遥弟子	1	40	10	0	-1	0	-1	9	20	1	0.1	1	0	2656	1635	2656	1635	30248	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60001	1	1	-1	100	50	11022	1200	2400	49	13	3328	2048	3328	2048	54091	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10004	0	0	0	0	0	0
2330	峨嵋弟子	1	40	10	0	-1	0	-1	9	20	1	0.1	1	0	2656	1635	2656	1635	30248	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60002	1	1	-1	100	50	11004	1200	2400	49	13	3328	2048	3328	2048	54091	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2331	天山弟子	1	40	10	0	-1	0	-1	9	20	1	0.1	1	0	2656	1635	2656	1635	30248	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60003	1	1	-1	100	50	11020	1200	2400	49	13	3328	2048	3328	2048	54091	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10003	0	0	0	0	0	0
2332	天龙弟子	1	40	10	0	-1	0	-1	9	20	1	0.1	1	0	2656	1635	2656	1635	30248	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60072	1	1	-1	100	50	11005	1200	2400	49	13	3328	2048	3328	2048	54091	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2333	宋兵	1	40	10	0	-1	0	-1	9	20	1	0.1	1	0	2656	1635	2656	1635	51854	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	49	13	3328	2048	3328	2048	92728	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2334	宋兵精锐	1	40	10	0	-1	0	-1	9	20	1	0.1	1	0	2656	1635	2656	1635	64818	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	49	13	3328	2048	3328	2048	115911	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2335	征西将军	1	40	48	0	-1	0	-1	9	20	1	0.1	1	1	3542	1771	3542	1771	324090	850	0	0	1778	304	239	173	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10171	1	1	-1	100	50	11751	1200	2400	49	64	4438	2219	4438	2219	579555	1	17	10	0	0	2	6	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2336	丐帮弟子	1	50	14	0	-1	0	-1	9	20	1	0.1	1	0	3414	2101	3414	2101	57183	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60000	1	1	-1	100	50	11005	1200	2400	59	18	5085	3128	5085	3128	81307	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2337	逍遥弟子	1	50	14	0	-1	0	-1	9	20	1	0.1	1	0	3414	2101	3414	2101	57183	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60001	1	1	-1	100	50	11022	1200	2400	59	18	5085	3128	5085	3128	81307	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10004	0	0	0	0	0	0
2338	峨嵋弟子	1	50	14	0	-1	0	-1	9	20	1	0.1	1	0	3414	2101	3414	2101	57183	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60002	1	1	-1	100	50	11004	1200	2400	59	18	5085	3128	5085	3128	81307	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2339	天山弟子	1	50	14	0	-1	0	-1	9	20	1	0.1	1	0	3414	2101	3414	2101	57183	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60003	1	1	-1	100	50	11020	1200	2400	59	18	5085	3128	5085	3128	81307	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10003	0	0	0	0	0	0
2340	天龙弟子	1	50	14	0	-1	0	-1	9	20	1	0.1	1	0	3414	2101	3414	2101	57183	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60072	1	1	-1	100	50	11005	1200	2400	59	18	5085	3128	5085	3128	81307	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2341	宋兵	1	50	14	0	-1	0	-1	9	20	1	0.1	1	0	3414	2101	3414	2101	98028	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	59	18	5085	3128	5085	3128	139384	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2342	宋兵精锐	1	50	14	0	-1	0	-1	9	20	1	0.1	1	0	3414	2101	3414	2101	122535	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	59	18	5085	3128	5085	3128	174231	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2343	征西将军	1	50	66	0	-1	0	-1	9	20	1	0.1	1	1	4552	2276	4552	2276	612675	1540	0	0	2896	489	337	224	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10171	1	1	-1	100	50	11751	1200	2400	59	89	6780	3389	6780	3389	871155	1	17	10	0	0	2	6	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2344	丐帮弟子	1	60	19	0	-1	0	-1	9	20	1	0.1	1	0	5301	3262	5301	3262	84525	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60000	1	1	-1	100	50	11005	1200	2400	69	26	8704	5356	8704	5356	125559	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2345	逍遥弟子	1	60	19	0	-1	0	-1	9	20	1	0.1	1	0	5301	3262	5301	3262	84525	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60001	1	1	-1	100	50	11022	1200	2400	69	26	8704	5356	8704	5356	125559	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10004	0	0	0	0	0	0
2346	峨嵋弟子	1	60	19	0	-1	0	-1	9	20	1	0.1	1	0	5301	3262	5301	3262	84525	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60002	1	1	-1	100	50	11004	1200	2400	69	26	8704	5356	8704	5356	125559	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2347	天山弟子	1	60	19	0	-1	0	-1	9	20	1	0.1	1	0	5301	3262	5301	3262	84525	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60003	1	1	-1	100	50	11020	1200	2400	69	26	8704	5356	8704	5356	125559	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10003	0	0	0	0	0	0
2348	天龙弟子	1	60	19	0	-1	0	-1	9	20	1	0.1	1	0	5301	3262	5301	3262	84525	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60072	1	1	-1	100	50	11005	1200	2400	69	26	8704	5356	8704	5356	125559	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2349	宋兵	1	60	19	0	-1	0	-1	9	20	1	0.1	1	0	5301	3262	5301	3262	144900	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	69	26	8704	5356	8704	5356	215244	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2350	宋兵精锐	1	60	19	0	-1	0	-1	9	20	1	0.1	1	0	5301	3262	5301	3262	181125	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	69	26	8704	5356	8704	5356	269055	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2351	征西将军	1	60	92	0	-1	0	-1	9	20	1	0.1	1	1	7068	3534	7068	3534	905625	3000	0	0	7105	1184	451	282	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10171	1	1	-1	100	50	11751	1200	2400	69	127	11606	5803	11606	5803	1345275	1	17	10	0	0	2	6	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2352	丐帮弟子	1	70	27	0	-1	0	-1	9	20	1	0.1	1	0	9159	5636	9159	5636	131262	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60000	1	1	-1	100	50	11005	1200	2400	79	38	14673	9030	14673	9030	182595	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2353	逍遥弟子	1	70	27	0	-1	0	-1	9	20	1	0.1	1	0	9159	5636	9159	5636	131262	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60001	1	1	-1	100	50	11022	1200	2400	79	38	14673	9030	14673	9030	182595	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10004	0	0	0	0	0	0
2354	峨嵋弟子	1	70	27	0	-1	0	-1	9	20	1	0.1	1	0	9159	5636	9159	5636	131262	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60002	1	1	-1	100	50	11004	1200	2400	79	38	14673	9030	14673	9030	182595	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2355	天山弟子	1	70	27	0	-1	0	-1	9	20	1	0.1	1	0	9159	5636	9159	5636	131262	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60003	1	1	-1	100	50	11020	1200	2400	79	38	14673	9030	14673	9030	182595	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10003	0	0	0	0	0	0
2356	天龙弟子	1	70	27	0	-1	0	-1	9	20	1	0.1	1	0	9159	5636	9159	5636	131262	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60072	1	1	-1	100	50	11005	1200	2400	79	38	14673	9030	14673	9030	182595	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2357	宋兵	1	70	27	0	-1	0	-1	9	20	1	0.1	1	0	9159	5636	9159	5636	225021	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	79	38	14673	9030	14673	9030	313020	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2358	宋兵精锐	1	70	27	0	-1	0	-1	9	20	1	0.1	1	0	9159	5636	9159	5636	281277	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	79	38	14673	9030	14673	9030	391275	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2359	征西将军	1	70	132	0	-1	0	-1	9	20	1	0.1	1	1	12212	6106	12212	6106	1406385	4500	0	0	10500	1846	603	344	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10171	1	1	-1	100	50	11751	1200	2400	79	189	19564	9782	19564	9782	1956375	1	17	10	0	0	2	6	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2360	丐帮弟子	1	80	40	0	-1	0	-1	9	20	1	0.1	1	0	15439	9501	15439	9501	190201	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60000	1	1	-1	100	50	11005	1200	2400	89	60	19515	12009	19515	12009	257510	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2361	逍遥弟子	1	80	40	0	-1	0	-1	9	20	1	0.1	1	0	15439	9501	15439	9501	190201	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60001	1	1	-1	100	50	11022	1200	2400	89	60	19515	12009	19515	12009	257510	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10004	0	0	0	0	0	0
2362	峨嵋弟子	1	80	40	0	-1	0	-1	9	20	1	0.1	1	0	15439	9501	15439	9501	190201	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60002	1	1	-1	100	50	11004	1200	2400	89	60	19515	12009	19515	12009	257510	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2363	天山弟子	1	80	40	0	-1	0	-1	9	20	1	0.1	1	0	15439	9501	15439	9501	190201	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60003	1	1	-1	100	50	11020	1200	2400	89	60	19515	12009	19515	12009	257510	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10003	0	0	0	0	0	0
2364	天龙弟子	1	80	40	0	-1	0	-1	9	20	1	0.1	1	0	15439	9501	15439	9501	190201	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60072	1	1	-1	100	50	11005	1200	2400	89	60	19515	12009	19515	12009	257510	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2365	宋兵	1	80	40	0	-1	0	-1	9	20	1	0.1	1	0	15439	9501	15439	9501	326059	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	89	60	19515	12009	19515	12009	441446	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2366	宋兵精锐	1	80	40	0	-1	0	-1	9	20	1	0.1	1	0	15439	9501	15439	9501	407574	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	89	60	19515	12009	19515	12009	551808	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2367	征西将军	1	80	198	0	-1	0	-1	9	20	1	0.1	1	1	20586	10293	20586	10293	2037870	6500	0	0	21516	3732	777	413	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10171	1	1	-1	100	50	11751	1200	2400	89	299	26020	13010	26020	13010	2759040	1	17	10	0	0	2	6	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2368	丐帮弟子	1	90	63	0	-1	0	-1	9	20	1	0.1	1	0	20119	12381	20119	12381	268728	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60000	1	1	-1	100	50	11005	1200	2400	99	96	25632	15772	25632	15772	331035	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2369	逍遥弟子	1	90	63	0	-1	0	-1	9	20	1	0.1	1	0	20119	12381	20119	12381	268728	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60001	1	1	-1	100	50	11022	1200	2400	99	96	25632	15772	25632	15772	331035	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10004	0	0	0	0	0	0
2370	峨嵋弟子	1	90	63	0	-1	0	-1	9	20	1	0.1	1	0	20119	12381	20119	12381	268728	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60002	1	1	-1	100	50	11004	1200	2400	99	96	25632	15772	25632	15772	331035	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2371	天山弟子	1	90	63	0	-1	0	-1	9	20	1	0.1	1	0	20119	12381	20119	12381	268728	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60003	1	1	-1	100	50	11020	1200	2400	99	96	25632	15772	25632	15772	331035	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10003	0	0	0	0	0	0
2372	天龙弟子	1	90	63	0	-1	0	-1	9	20	1	0.1	1	0	20119	12381	20119	12381	268728	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60072	1	1	-1	100	50	11005	1200	2400	99	96	25632	15772	25632	15772	331035	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10002	0	0	0	0	0	0
2373	宋兵	1	90	63	0	-1	0	-1	9	20	1	0.1	1	0	20119	12381	20119	12381	460677	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	99	96	25632	15772	25632	15772	567489	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2374	宋兵精锐	1	90	63	0	-1	0	-1	9	20	1	0.1	1	0	20119	12381	20119	12381	575847	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50003	1	1	-1	100	50	11734	1200	2400	99	96	25632	15772	25632	15772	709362	1	17	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
2375	征西将军	1	90	314	0	-1	0	-1	9	20	1	0.1	1	1	26826	13413	26826	13413	2879235	9500	0	0	31034	5320	1053	526	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10171	1	1	-1	100	50	11751	1200	2400	99	480	34176	17087	34176	17087	3546810	1	17	10	0	0	2	6	0	0	0	4000	-1	0	10001	0	0	0	0	0	0
#辽西剧情2380-2450																																																																															
2380	萧峰	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
2381	阿紫	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	101	1	1	-1	100	50	11102	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10127	0	0	0	0	0	0
2382	室里	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60167	1	1	-1	100	50	11271	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10286	0	0	0	0	0	0
2383	突欲	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60167	1	1	-1	100	50	11271	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10286	0	0	0	0	0	0
2384	张远行	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10080	1	1	-1	100	50	11121	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10198	0	0	0	0	0	0
2385	耶律洪基	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60163	1	1	-1	100	50	11275	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	0	10290	0	0	0	0	0	0
2386	北院大王	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60061	1	1	-1	100	50	11264	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	0	10279	0	0	0	0	0	0
2387	南院知枢密使事	1	90	261	0	-1	0	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60170	1	1	-1	100	50	11269	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	0	10284	0	0	0	1	0	0
2388	皮室大将军	1	90	261	0	-1	0	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60162	1	1	-1	100	50	11270	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	0	10285	0	0	0	1	0	0
2389	报信士兵	1	90	331	0	-1	0	-1	8	20	1	0.1	1	0	15128	11637	15128	11637	70027	10500	0	0	20685	2955	268	268	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60167	1	1	-1	100	50	11271	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	0	10286	0	0	0	1	0	0
2390	楚王	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60160	1	1	-1	100	0	11265	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10280	0	0	0	0	0	0
2391	皇太叔	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60161	1	1	-1	100	50	11267	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10282	0	0	0	0	0	0
2392	探子	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60170	1	1	-1	100	50	11269	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	0	10284	0	0	0	0	0	0
2393	萧太后	1	90	261	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60168	1	1	-1	100	50	11274	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	0	10289	0	0	0	0	0	0
2395	兵器架	1	90	20	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60177	1	1	-1	100	0	11225	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10288	0	0	0	0	0	0
2396	乌逹汗	1	95	20	0	-1	3	-1	9	20	1	0.1	1	0	34336	14857	34336	14857	989500	9500	0	0	35967	6072	939	1119	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60052	1	1	-1	100	0	11216	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
2397	草原鹿	1	95	45	0	-1	0	-1	9	20	1	0.1	1	0	30108	14857	30108	14857	237500	9500	0	0	35967	6072	939	1119	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	136	1	1	-1	100	50	11043	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	1	1	0	0
